,Repository Name with Owner,ProjectIDLibrariesio,Platform,Lib_Name,Dependent Projects Count,ProjectOwner,ProjectName,ProjectIDGHTorrent,Vindex,ProjectAge,TotalWatchers,TotalCommitters,TotalCommits,TotalClosedIssues,PullRequestDuration,PullRequestCommentDuration,CommitsDuration,IssueCommentsDuration,PullRequestAcceptedDuration,PullRequestRejectedDuration,AvgPullRequestComments
1186,ukwa/webarchive-discovery,350774,Maven,uk.bl.wa.discovery:warc-indexer,2,ukwa,webarchive-discovery,7935833,0,2120,48,12,653,73,466,581,42,0,6,0,1
7310,mybatis/guice,425219,Maven,org.mybatis:mybatis-guice,1,mybatis,guice,2798461,0,2063,126,11,260,50,0,0,550,4,0,0,1
7311,kinow/testlink-java-api,425223,Maven,br.eti.kinoshita:testlink-java-api,2,kinow,testlink-java-api,289528,1,2574,43,2,183,41,0,345,927,0,0,32,1
3859,unbescape/unbescape,382782,Maven,org.unbescape:unbescape,18,unbescape,unbescape,9023409,2,1663,181,2,196,19,0,0,780,0,29,14,2
847,undera/jmeter-plugins,346296,Maven,kg.apc:jmeter-plugins,1,undera,jmeter-plugins,2710591,0,2064,304,36,1333,0,0,2,0,0,0,1,3
7336,futuresimple/android-db-commons,425467,Maven,com.getbase.android.db:library,2,futuresimple,android-db-commons,4950597,0,1884,225,9,615,23,283,468,279,36,0,0,4
7338,gallandarakhneorg/afc,425475,Maven,org.arakhne.afc.core:vmutils,1,gallandarakhneorg,afc,3452180,0,1994,9,7,692,67,10,19,16,12,0,1,2
7344,NessComputing/components-ness-galaxy,425545,Maven,com.nesscomputing.components:ness-galaxy,4,NessComputing,components-ness-galaxy,244940,2,2349,0,2,15,0,476,0,250,0,2,468,2
4065,Unicon/cas-mfa,385327,Maven,net.unicon:cas-mfa-web,1,Unicon,cas-mfa,3714901,0,1989,24,10,551,75,0,76,8,19,0,3,3
7357,takari/takari-filemanager,425852,Maven,io.takari:takari-filelock,1,takari,takari-filemanager,8283772,0,1908,1,3,26,0,362,0,183,0,0,362,2
5976,uqbar-project/arena,408824,Maven,org.uqbar-project:arena-core,1,uqbar-project,arena,1915405,1,1466,5,7,154,27,171,0,50,501,0,1,2
2971,vaadin/framework,372095,Maven,com.vaadin:vaadin-theme-compiler,3,vaadin,framework,52012068,1,2182,657,118,5545,1021,0,0,0,0,1,2,2
7376,bivas/protobuf-java-format,426031,Maven,com.googlecode.protobuf-java-format:protobuf-java-format,7,bivas,protobuf-java-format,5537697,0,2345,89,4,33,13,0,7,352,0,0,1,20
7720,vert-x3/vertx-stack,881956,NPM,vertx3-eventbus-client,3,vert-x3,vertx-stack,11225225,0,1528,89,12,353,51,0,0,0,1,1,3,2
7392,w3c/ldp-testsuite,426247,Maven,org.w3:ldp-testsuite,1,w3c,ldp-testsuite,9279050,0,1640,20,11,437,51,96,14,8,20,0,0,3
7396,eldur/jwbf,426274,Maven,net.sourceforge:jwbf,2,eldur,jwbf,2945061,0,2335,61,7,280,44,0,0,0,4,0,3,25
7397,VerbalExpressions/JavaVerbalExpressions,426282,Maven,ru.lanwen.verbalregex:java-verbal-expressions,1,VerbalExpressions,JavaVerbalExpressions,4679055,0,1905,1645,11,66,13,0,0,0,0,3,0,1
7400,SomMeri/less4j,426317,Maven,com.github.sommeri:less4j,11,SomMeri,less4j,50031,1,2311,123,8,792,247,0,0,90,4,1,6,2
7402,byoutline/EventCallback,426347,Maven,com.byoutline.eventcallback:eventcallback,3,byoutline,EventCallback,10571483,1,1565,6,3,95,1,3,1,52,0,0,2,4
8232,vigour-io/statusbar,1111593,NPM,vigour-statusbar,4,vigour-io,statusbar,29450572,1,1285,0,6,96,4,0,0,52,3,0,0,1
1752,vladmihalcea/flexy-pool,357773,Maven,com.vladmihalcea.flexy-pool:flexy-pool-core,11,vladmihalcea,flexy-pool,8098410,2,1703,575,3,284,37,0,72,0,0,0,0,2
5443,vt-middleware/ldaptive,402308,Maven,org.ldaptive:ldaptive-unboundid,71,vt-middleware,ldaptive,12996976,10,1443,23,5,540,79,0,513,139,5,1,2,6
7432,forge/furnace-cdi,426917,Maven,org.jboss.forge.furnace.container:cdi,2,forge,furnace-cdi,4542220,0,1920,4,5,391,0,19,0,0,210,0,0,3
7440,serenity-bdd/serenity-jira,570508,Maven,net.serenity-bdd:serenity-jira-plugin,1,serenity-bdd,serenity-jira,14266827,0,1351,10,3,110,10,74,0,373,1,0,0,1
7441,embulk/embulk-input-jdbc,570526,Rubygems,embulk-input-mysql,1,embulk,embulk-input-jdbc,16396248,0,1337,59,7,371,24,0,33,416,1,6,6,4
7442,embulk/embulk-output-jdbc,570531,Rubygems,embulk-output-mysql,1,embulk,embulk-output-jdbc,16490573,0,1341,52,8,381,62,0,4,0,4,7,1,3
7443,embulk/embulk-output-elasticsearch,570841,Rubygems,embulk-output-elasticsearch,2,embulk,embulk-output-elasticsearch,79614045,1,1354,1,2,13,1,0,0,42,2,2,0,3
7590,Wadpam/guja,648026,Maven,com.wadpam.guja:guja-core,1,Wadpam,guja,13728541,0,1409,8,5,234,12,17,14,1,56,0,0,4
7467,biojava/biojava,635080,Maven,org.biojava:biojava-core,9,biojava,biojava,100722,1,2018,296,63,2913,297,30,10,63,17,1,1,4
7468,metamx/server-metrics,635085,Maven,com.metamx:server-metrics,3,metamx,server-metrics,4661692,1,2319,7,11,203,1,330,58,384,14,2,3,6
7469,marklogic/java-client-api,635136,Maven,com.marklogic:java-client-api,1,marklogic,java-client-api,9094907,0,1676,33,30,2323,667,23,2,42,46,0,11,16
7471,metamx/emitter,635191,Maven,com.metamx:emitter,4,metamx,emitter,901677,1,2321,10,16,274,0,334,84,208,47,1,11,6
7476,OneBusAway/onebusaway-gtfs-modules,635840,Maven,org.onebusaway:onebusaway-gtfs,1,OneBusAway,onebusaway-gtfs-modules,281531,0,2434,73,11,469,32,128,214,82,4,0,0,2
7520,Atmosphere/nettosphere,640031,Maven,org.atmosphere:nettosphere,1,Atmosphere,nettosphere,35592,1,2437,252,4,707,88,1,0,134,0,0,0,1
7526,sendgrid/sendgrid-java,640399,Maven,com.sendgrid:sendgrid-java,1,sendgrid,sendgrid-java,5314793,0,1876,240,23,361,206,0,0,0,0,2,0,2
7538,cloudinary/cloudinary_java,641504,Maven,com.cloudinary:cloudinary-android,1,cloudinary,cloudinary_java,1796382,0,2192,121,16,664,57,0,0,70,0,6,20,1
7544,mgodave/barge,641623,Maven,org.robotninjas.barge:barge-core,1,mgodave,barge,5506853,0,1851,86,5,233,29,36,12,20,480,0,1,4
7773,wala/WALA,957463,Maven,com.ibm.wala:com.ibm.wala.util,2,wala,WALA,38929,2,2381,197,25,1839,81,0,0,9,0,1,0,3
6622,Wikidata/Wikidata-Toolkit,416520,Maven,org.wikidata.wdtk:wdtk-dumpfiles,1,Wikidata,Wikidata-Toolkit,7563482,0,1723,213,13,1950,102,0,168,224,18,1,3,3
7555,dooApp/FXForm2,643161,Maven,com.dooapp.fxform2:core,3,dooApp,FXForm2,629095,0,2689,150,11,510,111,0,20,125,4,1,1,6
2631,windup/windup,367797,Maven,org.jboss.windup.utils:utils,1,windup,windup,3542506,1,1993,81,23,2926,10,16,199,57,90,0,1,4
7591,Jasig/portlet-utils,648064,Maven,org.jasig.portlet.utils:portlet-jdbc-util,1,Jasig,portlet-utils,1097900,1,2531,4,11,117,1,0,0,55,0,0,0,3
7595,jenkinsci/trilead-ssh2,648347,Maven,org.jenkins-ci:trilead-ssh2,2,jenkinsci,trilead-ssh2,114639,1,3173,78,8,142,0,0,0,30,8,2,1,3
7615,allure-framework/allure-cucumberjvm,650246,Maven,ru.yandex.qatools.allure:allure-cucumber-jvm-adaptor,1,allure-framework,allure-cucumberjvm,56508830,1,1375,10,5,20,9,54,224,15,0,0,1,2
6047,wisdom-framework/wisdom,409815,Maven,org.wisdom-framework:content-manager,1,wisdom-framework,wisdom,6537466,0,1785,79,8,1797,457,0,1291,81,6,2,1,1
7621,qubole/qds-sdk-java,650973,Maven,com.qubole.qds-sdk-java:qds-sdk-java,1,qubole,qds-sdk-java,8991808,1,1655,3,19,287,11,0,0,11,10,2,2,5
7626,mulesoft/mule-common,651372,Maven,org.mule.common:mule-common,2,mulesoft,mule-common,913688,1,2216,3,41,684,2,140,0,13,0,0,0,4
7639,crosswalk-project/cordova-plugin-crosswalk-webview,737278,NPM,cordova-plugin-crosswalk-webview,3,crosswalk-project,cordova-plugin-crosswalk-webview,19270229,0,1633,838,12,130,33,0,1,2,0,1,2,2
7640,react-native-community/react-native-video,741270,NPM,react-native-video,20,react-native-community,react-native-video,42660942,2,1291,2381,48,297,422,0,0,0,0,7,0,3
7641,react-native-community/react-native-linear-gradient,741650,NPM,react-native-linear-gradient,36,react-native-community,react-native-linear-gradient,43700791,2,1291,1777,7,60,97,0,0,6,0,3,0,2
7642,lwansbrough/react-native-camera,741900,NPM,react-native-camera,29,lwansbrough,react-native-camera,18219363,0,1291,4396,87,353,303,0,0,0,0,2,0,2
7647,react-native-community/react-native-blur,755609,NPM,react-native-blur,24,react-native-community,react-native-blur,40652606,2,1282,1560,15,70,95,0,4,0,0,1,0,7
7672,react-native-community/react-native-svg,772954,NPM,react-native-svg,70,react-native-community,react-native-svg,44050558,3,999,2372,17,329,309,0,0,0,0,4,9,2
7675,MobileChromeApps/cordova-plugin-chrome-apps-usb,773255,NPM,cordova-plugin-chrome-apps-usb,1,MobileChromeApps,cordova-plugin-chrome-apps-usb,18147274,0,1292,12,7,39,1,0,0,2,4,0,102,7
7682,mapbox/react-native-mapbox-gl,775135,NPM,react-native-mapbox-gl,1,mapbox,react-native-mapbox-gl,21977635,0,1265,1474,38,1072,798,0,0,0,0,1,0,3
7690,oblador/react-native-keychain,794892,NPM,react-native-keychain,3,oblador,react-native-keychain,20271383,1,1241,878,22,137,65,0,22,0,0,4,0,2
7694,initialxy/cordova-plugin-themeablebrowser,817729,NPM,cordova-plugin-themeablebrowser,1,initialxy,cordova-plugin-themeablebrowser,17040456,0,1318,267,6,181,63,0,0,72,0,1,0,8
7701,viezel/NappDrawer,836493,NPM,ti-module-dk.napp.drawer,2,viezel,NappDrawer,4590359,0,1910,226,10,115,82,0,0,0,0,1,0,7
7708,react-community/react-native-image-picker,850700,NPM,react-native-image-picker,31,react-community,react-native-image-picker,62567774,2,1222,2214,13,29,65,0,8,0,0,40,0,2
7715,qiniu/happy-dns-android,880144,Maven,com.qiniu:happy-dns,1,qiniu,happy-dns-android,21872981,0,1228,173,1,45,3,0,0,1040,0,0,0,3
6252,woorea/openstack-java-sdk,412485,Maven,com.woorea:openstack-client,9,woorea,openstack-java-sdk,128980,2,2435,184,15,445,22,0,5,0,0,1,1,16
7733,intercom/intercom-cordova,896979,NPM,cordova-plugin-intercom,1,intercom,intercom-cordova,20506593,0,1242,91,8,328,186,0,130,242,0,0,2,2
7734,devgeeks/Canvas2ImagePlugin,897496,NPM,cordova-plugin-canvas2image,1,devgeeks,Canvas2ImagePlugin,447156,0,2388,191,3,42,19,0,0,0,0,0,0,2
7739,cristhianescobar/generator-android-starter,902983,NPM,generator-android-starter,2,cristhianescobar,generator-android-starter,22067566,0,1178,55,3,50,13,296,254,324,126,1,2,4
7747,anshooarora/extentreports-java,908078,Maven,com.relevantcodes:extentreports,1,anshooarora,extentreports-java,41585456,0,815,266,5,235,454,0,2,0,0,0,27,2
7753,botanio/sdk,921839,NPM,botanio,7,botanio,sdk,22082886,2,1162,368,14,111,38,0,0,0,0,0,0,2
7764,EddyVerbruggen/Calendar-PhoneGap-Plugin,940010,NPM,cordova-plugin-calendar,3,EddyVerbruggen,Calendar-PhoneGap-Plugin,5428680,0,1854,658,10,259,240,0,13,0,0,1,1,1
7767,reproio/repro-cordova-plugin,942942,NPM,cordova-plugin-repro,1,reproio,repro-cordova-plugin,14064005,0,1397,1,4,73,2,186,0,283,40,0,0,2
7770,tinycreative/react-native-intercom,947098,NPM,react-native-intercom,1,tinycreative,react-native-intercom,40940647,0,1191,167,40,92,59,0,1,0,0,0,0,3
7772,neoremind/fluent-validator,949196,Maven,com.baidu.unbiz:fluent-validator,1,neoremind,fluent-validator,23362719,0,1168,598,5,83,14,1,0,165,0,0,0,2
7776,sbt/ivy,958896,Maven,org.scala-sbt.ivy:ivy,4,sbt,ivy,8405486,2,1681,5,9,60,1,0,344,0,0,3,0,9
7977,Workable/honeybadger-java,966148,Maven,com.workable.honeybadger:honeybadger-client,1,Workable,honeybadger-java,21343840,1,1407,0,3,53,0,568,0,569,0,0,0,5
7789,spring-cloud/spring-cloud-commons,961354,Maven,org.springframework.cloud:spring-cloud-context,58,spring-cloud,spring-cloud-commons,13739317,10,1411,192,44,2458,241,0,0,0,0,2,1,3
2119,wro4j/wro4j,362069,Maven,ro.isdc.wro4j:wro4j-core,7,wro4j,wro4j,841480,1,1296,414,14,320,70,0,0,0,0,1,0,4
7792,julman99/gson-fire,961489,Maven,io.gsonfire:gson-fire,5,julman99,gson-fire,4011160,1,1952,174,3,258,24,0,498,21,0,0,1,2
7796,digitalpetri/ethernet-ip,961998,Maven,com.digitalpetri.enip:enip-client,1,digitalpetri,ethernet-ip,11351987,0,1316,38,3,171,11,0,0,161,0,0,0,2
321,x-stream/xstream,339427,Maven,com.thoughtworks.xstream:xstream-benchmark,1,x-stream,xstream,19332276,0,1306,383,13,805,77,0,0,0,0,6,6,8
7805,brailleapps/dotify.formatter.impl,962910,Maven,org.daisy.dotify:dotify.formatter.impl,1,brailleapps,dotify.formatter.impl,39477798,0,846,0,2,420,11,670,434,814,613,9,10,1
5504,xwic/jWic,403071,Maven,de.xwic.jwic:jwic-core,6,xwic,jWic,2806734,2,2158,4,31,772,38,19,154,52,0,6,0,1
7818,camunda/camunda-engine-dmn,963431,Maven,org.camunda.bpm.dmn:camunda-engine-dmn,1,camunda,camunda-engine-dmn,21028021,0,1222,47,17,298,1,0,0,68,2,0,3,3
7819,fcrepo4-exts/fcrepo-camel-toolbox,963433,Maven,org.fcrepo.camel:fcrepo-indexing-solr,2,fcrepo4-exts,fcrepo-camel-toolbox,23278482,0,1323,5,12,266,6,314,128,225,173,0,1,4
7844,maxirosson/jdroid,963810,Maven,com.jdroidframework:jdroid-java-http-apache,1,maxirosson,jdroid,615351,1,2237,63,11,2364,284,4,120,7,69,1,1,3
7845,square/keywhiz,963820,Maven,com.squareup.keywhiz:keywhiz-hkdf,1,square,keywhiz,18055867,0,1297,2035,19,1443,60,0,160,16,7,0,1,3
7846,bluelinelabs/LoganSquare,963830,Maven,com.bluelinelabs:logansquare,5,bluelinelabs,LoganSquare,16413483,0,1333,3295,5,135,122,0,0,1,0,0,0,1
7851,real-logic/aeron,963965,Maven,uk.co.real-logic:aeron-samples,1,real-logic,aeron,13153910,0,1708,3517,17,7695,355,0,0,52,1,0,0,2
7854,speedment/speedment,964040,Maven,com.speedment:speedment,1,speedment,speedment,20010953,0,1362,1473,17,3407,583,0,0,53,2,0,0,1
7855,DataDog/java-dogstatsd-client,964050,Maven,com.datadoghq:java-dogstatsd-client,2,DataDog,java-dogstatsd-client,14985614,1,1369,72,12,86,13,0,0,0,0,2,2,1
7869,ahome-it/lienzo-core,964313,Maven,com.ahome-it:lienzo-core,2,ahome-it,lienzo-core,10925289,0,1545,46,17,493,82,136,73,0,18,1,0,3
7883,MTDdk/jawn,964445,Maven,net.javapla.jawn:jawn-server,1,MTDdk,jawn,14830403,1,1374,7,3,320,7,660,8,90,440,1,0,3
7892,GetStream/stream-java,964696,Maven,io.getstream.client:stream-core,1,GetStream,stream-java,17435959,0,1309,25,7,241,17,6,157,217,6,0,0,1
7894,allegro/hermes,964716,Maven,pl.allegro.tech.hermes:hermes-api,5,allegro,hermes,20050878,2,1246,371,52,3029,273,8,24,16,8,1,0,4
7897,square/leakcanary,964761,Maven,com.squareup.leakcanary:leakcanary-android,2,square,leakcanary,19795940,0,1262,20367,38,797,771,0,0,0,0,0,1,3
7901,hawkular/hawkular-alerts,964907,Maven,org.hawkular.alerts:hawkular-actions-api,1,hawkular,hawkular-alerts,15363365,0,1360,64,21,977,2,84,0,56,2,0,0,5
7910,playframework/netty-reactive-streams,965029,Maven,com.typesafe.netty:netty-reactive-streams,4,playframework,netty-reactive-streams,39609317,2,1203,38,3,24,3,152,0,310,56,3,0,4
